n,time
10,7600
10,7600
10,7600
10,7600
10,7600
10,7500
10,7600
10,7600
10,7600
10,7600
10,7600
10,7500
10,7600
10,7500
10,7600
10,7600
10,7600
10,7500
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7700
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7500
10,7600
10,7700
10,7600
10,7600
10,7600
10,7700
10,7600
10,7600
10,7600
10,7500
10,7600
10,7600
10,7700
10,7600
10,7600
10,7500
10,7600
10,7600
10,7600
10,7700
10,7500
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7500
10,7600
10,7600
10,7600
10,7700
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7700
10,7600
10,7600
10,7600
10,7700
10,7500
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7500
10,7600
10,7600
10,7700
10,7600
10,7600
10,7600
10,7700
10,7600
10,7600
10,7600
10,7700
10,7500
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7700
10,7600
10,7600
10,7500
10,7600
10,7600
10,7600
10,7500
10,7600
10,7600
10,7600
10,7600
10,7700
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7500
10,7500
10,7500
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7700
10,7500
10,7600
10,7700
10,7600
10,7700
10,7500
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7500
10,11700
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7700
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7700
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7500
10,7600
10,7600
10,7600
10,7600
10,7600
10,7500
10,7500
10,7600
10,7600
10,7600
10,7700
10,7500
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7500
10,7600
10,7600
10,7600
10,7600
10,7700
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
10,7600
